species_id,species,course_name,order,family,image_id,stage,role,quiz_default,file,pixels,author,source,source_page,license,license_url,source_batch,notes
trialeurodes_vaporariorum,Trialeurodes vaporariorum,Trialeurodes vaporariorum,Hemiptera,Aleyrodidae,trialeurodes_vaporariorum_juvenile_01,juvenile,juvenile_diagnostic,True,assets/insects/hemiptera/trialeurodes_vaporariorum_juvenile_01.webp,1400x1050,Tashkoskip,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Larva_of_Trialeurodes_vaporariorum.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,hemiptera_batch_03_aleyrodidae_aphididae,Tavola fotografica dello stadio giovanile. Il file sorgente usa il termine “larva”; nell’app lo etichettiamo genericamente come stadio giovanile/ninfale.
cassida_vittata,Cassida vittata,Cassida vittata,Coleoptera,Chrysomelidae,cassida_vittata_adult_01,adult,primary_context,True,assets/insects/coleoptera/cassida_vittata_adult_01.webp,800x600,J. Coelho,Wikimedia Commons / Flickr,https://commons.wikimedia.org/wiki/File:Cassidavittata.png,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,coleoptera_batch_01,Adulto vivo in contesto naturale.
cassida_vittata,Cassida vittata,Cassida vittata,Coleoptera,Chrysomelidae,cassida_vittata_adult_diagnostic_01,adult,diagnostic,False,assets/insects/coleoptera/cassida_vittata_adult_diagnostic_01.webp,1400x1033,URSchmidt (U. Schmidt),Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Cassida_vittata_Villers,_1789.png",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,coleoptera_batch_01,Esemplare isolato/determinato; utile come immagine diagnostica. La larva di C. vittata resta pending.
crioceris_asparagi,Crioceris asparagi,Crioceris asparagi,Coleoptera,Chrysomelidae,crioceris_asparagi_adult_01,adult,primary,True,assets/insects/coleoptera/crioceris_asparagi_adult_01.webp,1003x880,Slimguy,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2024_08_17_Crioceris_asparagi.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,coleoptera_batch_01,Adulto su asparago.
crioceris_asparagi,Crioceris asparagi,Crioceris asparagi,Coleoptera,Chrysomelidae,crioceris_asparagi_larva_01,larva,primary,True,assets/insects/coleoptera/crioceris_asparagi_larva_01.webp,1061x795,Hectonichus,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Chrysomelidae_-_Crioceris_asparagi_(larva).JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,coleoptera_batch_01,Larva fotografata a Genova.
crioceris_asparagi,Crioceris asparagi,Crioceris asparagi,Coleoptera,Chrysomelidae,crioceris_asparagi_eggs_01,eggs,supplementary,False,assets/insects/coleoptera/crioceris_asparagi_eggs_01.webp,1400x1050,Vmenkov,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Asparagus_beetle_-_eggs_-_P1000034.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,coleoptera_batch_01,Uova deposte sullo stelo di asparago.
diabrotica_virgifera_virgifera,Diabrotica virgifera virgifera,Diabrotica virgifera virgifera,Coleoptera,Chrysomelidae,diabrotica_virgifera_virgifera_adult_01,adult,primary,True,assets/insects/coleoptera/diabrotica_virgifera_virgifera_adult_01.webp,1400x933,"Whitney Cranshaw, Colorado State University",Wikimedia Commons / IPM Images / Bugwood,https://commons.wikimedia.org/wiki/File:Diabrotica_virgifera_virgifera_on_cabbage.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,coleoptera_batch_01,Adulto su foglia.
diabrotica_virgifera_virgifera,Diabrotica virgifera virgifera,Diabrotica virgifera virgifera,Coleoptera,Chrysomelidae,diabrotica_virgifera_virgifera_larva_01,larva,primary,True,assets/insects/coleoptera/diabrotica_virgifera_virgifera_larva_01.webp,1400x897,"Scott Bauer, USDA Agricultural Research Service",Wikimedia Commons / IPM Images / Bugwood,https://commons.wikimedia.org/wiki/File:Diabrotica_virgifera_virgifera_larvae.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,coleoptera_batch_01,Larva radicale.
leptinotarsa_decemlineata,Leptinotarsa decemlineata,Leptinotarsa decemlineata,Coleoptera,Chrysomelidae,leptinotarsa_decemlineata_adult_01,adult,primary,True,assets/insects/coleoptera/leptinotarsa_decemlineata_adult_01.webp,1400x1156,xpda (Robert Webster),Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Leptinotarsa_decemlineata_P1310927a.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,coleoptera_batch_01,Adulto su pianta.
leptinotarsa_decemlineata,Leptinotarsa decemlineata,Leptinotarsa decemlineata,Coleoptera,Chrysomelidae,leptinotarsa_decemlineata_larva_01,larva,primary_macro,True,assets/insects/coleoptera/leptinotarsa_decemlineata_larva_01.webp,1400x959,Retro Lenses,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_Colorado_potato_beetle_(Leptinotarsa_decemlineata).jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,coleoptera_batch_01,Macro della larva ottenuta mediante focus stacking.
leptinotarsa_decemlineata,Leptinotarsa decemlineata,Leptinotarsa decemlineata,Coleoptera,Chrysomelidae,leptinotarsa_decemlineata_eggs_01,eggs,supplementary,False,assets/insects/coleoptera/leptinotarsa_decemlineata_eggs_01.webp,1400x1003,Tauno Erik,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Leptinotarsa_decemlineata_eggs_estonia_01.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,coleoptera_batch_01,Ovatura sulla pagina inferiore di una foglia.
popillia_japonica,Popillia japonica,Popillia japonica,Coleoptera,Scarabaeidae,popillia_japonica_adult_01,adult,primary,True,assets/insects/coleoptera/popillia_japonica_adult_01.webp,1400x1400,Bruce Marlin,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Popillia_japonica.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,coleoptera_batch_01,Adulto in macro su fiore.
popillia_japonica,Popillia japonica,Popillia japonica,Coleoptera,Scarabaeidae,popillia_japonica_larva_01,larva,primary,True,assets/insects/coleoptera/popillia_japonica_larva_01.webp,1400x1345,Gilles San Martin,Wikimedia Commons / Flickr,https://commons.wikimedia.org/wiki/File:Popillia_japonica_(51136409324).jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0/,coleoptera_batch_01,Larva scarabeiforme in vista laterale; focus stack.
xanthogaleruca_luteola,Xanthogaleruca luteola,Xanthogaleruca luteola,Coleoptera,Chrysomelidae,xanthogaleruca_luteola_adult_01,adult,primary,True,assets/insects/coleoptera/xanthogaleruca_luteola_adult_01.webp,1400x1091,Lucarelli,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Xanthogaleruca_luteola_1.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,coleoptera_batch_01,Adulto fotografato in Toscana.
xanthogaleruca_luteola,Xanthogaleruca luteola,Xanthogaleruca luteola,Coleoptera,Chrysomelidae,xanthogaleruca_luteola_larva_01,larva,primary,True,assets/insects/coleoptera/xanthogaleruca_luteola_larva_01.webp,1400x1050,jacilluch,Wikimedia Commons / Flickr,https://commons.wikimedia.org/wiki/File:Xanthogaleruca_luteola_larva_-_Galeruca_del_olmo_(9550667900).jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0/,coleoptera_batch_01,Larva su foglia di olmo.
xanthogaleruca_luteola,Xanthogaleruca luteola,Xanthogaleruca luteola,Coleoptera,Chrysomelidae,xanthogaleruca_luteola_damage_01,damage,supplementary_damage,False,assets/insects/coleoptera/xanthogaleruca_luteola_damage_01.webp,1050x1400,Georg Slickers,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Xanthogaleruca_luteola_20060905_530.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,coleoptera_batch_01,Larve e foglie di olmo fortemente scheletrizzate.
bactrocera_dorsalis,Bactrocera dorsalis,Bactrocera dorsalis,Diptera,Tephritidae,bactrocera_dorsalis_adult_01,adult,primary,True,assets/insects/diptera/bactrocera_dorsalis_adult_01.webp,1000x668,"Scott Bauer, USDA ARS",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bactrocera_dorsalis.jpg,Public domain,,diptera_batch_01,Femmina mentre ovidepone in un frutto.
bactrocera_dorsalis,Bactrocera dorsalis,Bactrocera dorsalis,Diptera,Tephritidae,bactrocera_dorsalis_dorsal_01,adult,diagnostic,False,assets/insects/diptera/bactrocera_dorsalis_dorsal_01.webp,720x540,Ken Walker / Museum Victoria,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bactrocera_dorsalis_dorsal.jpg,CC BY 3.0 AU,https://creativecommons.org/licenses/by/3.0/au/deed.en,diptera_batch_01,Vista dorsale diagnostica.
bactrocera_oleae,Bactrocera oleae,Bactrocera oleae,Diptera,Tephritidae,bactrocera_oleae_adult_01,adult,primary,True,assets/insects/diptera/bactrocera_oleae_adult_01.webp,750x1000,Katja Schulz,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bactrocera_oleae_60003340.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,diptera_batch_01,Adulto su foglia.
bactrocera_oleae,Bactrocera oleae,Bactrocera oleae,Diptera,Tephritidae,bactrocera_oleae_larva_01,larva,primary,True,assets/insects/diptera/bactrocera_oleae_larva_01.webp,1000x750,Istituto Professionale Agrario Cettolini,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bactrocera_oleae_g1.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,diptera_batch_01,Larva di III età nel frutto.
bactrocera_oleae,Bactrocera oleae,Bactrocera oleae,Diptera,Tephritidae,bactrocera_oleae_puparium_01,puparium,supplementary,False,assets/insects/diptera/bactrocera_oleae_puparium_01.webp,320x240,Istituto Professionale Agrario Cettolini,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bactrocera_oleae_g3.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,diptera_batch_01,Pupario.
ceratitis_capitata,Ceratitis capitata,Ceratitis capitata,Diptera,Tephritidae,ceratitis_capitata_adult_01,adult,primary,True,assets/insects/diptera/ceratitis_capitata_adult_01.webp,1000x750,Daniel Feliciano,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ceratitis_capitata_-_adult.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,diptera_batch_01,Adulto.
ceratitis_capitata,Ceratitis capitata,Ceratitis capitata,Diptera,Tephritidae,ceratitis_capitata_larvae_01,larva,primary,True,assets/insects/diptera/ceratitis_capitata_larvae_01.webp,1000x750,Daniel Feliciano,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ceratitis_capitata_-_larvae.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,diptera_batch_01,Larva nel frutto.
ceratitis_capitata,Ceratitis capitata,Ceratitis capitata,Diptera,Tephritidae,ceratitis_capitata_pupae_01,puparia,supplementary,False,assets/insects/diptera/ceratitis_capitata_pupae_01.webp,1000x751,Daniel Feliciano,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ceratitis_capitata_-_pupae_2.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,diptera_batch_01,Pupari.
drosophila_suzukii,Drosophila suzukii,Drosophila suzukii,Diptera,Drosophilidae,drosophila_suzukii_male_01,adult_male,primary,True,assets/insects/diptera/drosophila_suzukii_male_01.webp,1000x743,Martin Hauser,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:D_suzukii_male1.jpg,CC BY 3.0 DE,https://creativecommons.org/licenses/by/3.0/de/deed.en,diptera_batch_01,Maschio adulto; carattere diagnostico evidente: macchia scura apicale sulle ali.
drosophila_suzukii,Drosophila suzukii,Drosophila suzukii,Diptera,Drosophilidae,drosophila_suzukii_female_01,adult_female,primary,True,assets/insects/diptera/drosophila_suzukii_female_01.webp,854x628,Martin Hauser,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:D_suzukii_female1.jpg,CC BY 3.0 DE,https://creativecommons.org/licenses/by/3.0/de/deed.en,diptera_batch_01,Femmina adulta.
drosophila_suzukii,Drosophila suzukii,Drosophila suzukii,Diptera,Drosophilidae,drosophila_suzukii_comparison_01,adult_pair,supplementary_comparison,False,assets/insects/diptera/drosophila_suzukii_comparison_01.webp,1000x667,Shane F. McEvey / Australian Museum,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:DrosophilasuzukiiphotoMcEvey.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,diptera_batch_01,Confronto maschio e femmina.
drosophila_suzukii,Drosophila suzukii,Drosophila suzukii,Diptera,Drosophilidae,drosophila_suzukii_oviposition_scar_01,damage,supplementary_damage,False,assets/insects/diptera/drosophila_suzukii_oviposition_scar_01.webp,773x1000,Martin Hauser,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Drosophila_suzukii_Oviposition_scar.jpg,CC BY 3.0 DE,https://creativecommons.org/licenses/by/3.0/de/deed.en,diptera_batch_01,Segni di ovideposizione e danni sui frutti.
rhagoletis_cerasi,Rhagoletis cerasi,Rhagoletis cerasi,Diptera,Tephritidae,rhagoletis_cerasi_adult_01,adult,primary,True,assets/insects/diptera/rhagoletis_cerasi_adult_01.webp,1000x666,Gilles San Martin,Wikimedia Commons / Flickr,https://commons.wikimedia.org/wiki/File:Rhagoletis_cerasi_(50738351337).jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0/,diptera_batch_01,Adulto.
rhagoletis_cerasi,Rhagoletis cerasi,Rhagoletis cerasi,Diptera,Tephritidae,rhagoletis_cerasi_larva_01,larva,primary,True,assets/insects/diptera/rhagoletis_cerasi_larva_01.webp,1000x667,Holger Krisp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Kirschfruchtfliege_Rhagoletis_cerasi_2.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,diptera_batch_01,Larva.
rhagoletis_completa,Rhagoletis completa,Rhagoletis completa,Diptera,Tephritidae,rhagoletis_completa_adult_01,adult_female,primary,True,assets/insects/diptera/rhagoletis_completa_adult_01.webp,1000x932,Ralf Huber,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2023_07_15_Rhagoletis_completa_1a.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,diptera_batch_01,Femmina adulta.
rhagoletis_completa,Rhagoletis completa,Rhagoletis completa,Diptera,Tephritidae,rhagoletis_completa_larvae_01,larva,primary,True,assets/insects/diptera/rhagoletis_completa_larvae_01.webp,1000x750,Drahkrub,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Rhagoletis_completa-(drkb)-1.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,diptera_batch_01,Larve della mosca del noce.
cydia_pomonella,Cydia pomonella,Cydia pomonella,Lepidoptera,Tortricidae,cydia_pomonella_adult_01,adult,primary,True,assets/insects/lepidoptera/cydia_pomonella_adult_01.webp,1000x743,Ben Sale,Wikimedia Commons / Flickr,https://commons.wikimedia.org/wiki/File:Cydia_pomonella_(30163741937).jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,lepidoptera_batch_01,Adulto principale.
cydia_pomonella,Cydia pomonella,Cydia pomonella,Lepidoptera,Tortricidae,cydia_pomonella_larva_01,larva,primary,True,assets/insects/lepidoptera/cydia_pomonella_larva_01.webp,1000x661,"Peggy Greb, USDA Agricultural Research Service",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cydia_pomonella_larva.jpg,Public domain,,lepidoptera_batch_01,Larva isolata.
cydia_pomonella,Cydia pomonella,Cydia pomonella,Lepidoptera,Tortricidae,cydia_pomonella_damage_01,larva_damage,supplementary_damage,False,assets/insects/lepidoptera/cydia_pomonella_damage_01.webp,1000x744,"Doug Wilson, USDA ARS",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Madige-Apfel-Frucht.jpg,Public domain,,lepidoptera_batch_01,Larva e danno su mela sezionata.
cydia_splendana,Cydia splendana,Cydia splendana,Lepidoptera,Tortricidae,cydia_splendana_adult_01,adult,primary,True,assets/insects/lepidoptera/cydia_splendana_adult_01.webp,1000x840,gailhampshire,Wikimedia Commons / Flickr,"https://commons.wikimedia.org/wiki/File:Chestnut_Tortrix,_Cydia_splendana_(48308117912).jpg",CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,lepidoptera_batch_01,Adulto principale.
cydia_splendana,Cydia splendana,Cydia splendana,Lepidoptera,Tortricidae,cydia_splendana_larva_01,larva,primary,True,assets/insects/lepidoptera/cydia_splendana_larva_01.webp,1000x750,Patrick Clement,Wikimedia Commons / Flickr,"https://commons.wikimedia.org/wiki/File:49.341_BF1260_Cydia_splendana,_larva_(10446559673).jpg",CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,lepidoptera_batch_01,Larva trovata in una castagna.
grapholita_funebrana,Grapholita funebrana,Grapholita (Cydia) funebrana,Lepidoptera,Tortricidae,grapholita_funebrana_adult_01,adult,primary,True,assets/insects/lepidoptera/grapholita_funebrana_adult_01.webp,1000x794,Ben Sale,Wikimedia Commons / Flickr,https://commons.wikimedia.org/wiki/File:Grapholita_funebrana_(52883809387).jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,lepidoptera_batch_01,Adulto principale.
grapholita_funebrana,Grapholita funebrana,Grapholita (Cydia) funebrana,Lepidoptera,Tortricidae,grapholita_funebrana_larva_01,larva,primary,True,assets/insects/lepidoptera/grapholita_funebrana_larva_01.webp,670x379,Slimguy,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2017_08_08_Grapholita_funebrana.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,lepidoptera_batch_01,"Larva esplicitamente identificata; originale a bassa risoluzione, non ingrandito."
grapholita_molesta,Grapholita molesta,Grapholita (Cydia) molesta,Lepidoptera,Tortricidae,grapholita_molesta_adult_01,adult,primary_diagnostic,True,assets/insects/lepidoptera/grapholita_molesta_adult_01.webp,720x540,"Simon Hinkley & Ken Walker, Museum Victoria",Wikimedia Commons / PaDIL,https://commons.wikimedia.org/wiki/File:Grapholita_molesta_dorsal.jpg,CC BY 3.0 AU,https://creativecommons.org/licenses/by/3.0/au/,lepidoptera_batch_01,"Adulto diagnostico in vista dorsale; originale a bassa risoluzione, non ingrandito."
grapholita_molesta,Grapholita molesta,Grapholita (Cydia) molesta,Lepidoptera,Tortricidae,grapholita_molesta_life_cycle_01,life_cycle_plate,supplementary_study,False,assets/insects/lepidoptera/grapholita_molesta_life_cycle_01.webp,613x1000,Art Cushman / USDA-Smithsonian,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Grapholitha_molesta.jpg,Public domain,,lepidoptera_batch_01,"Tavola biologica con adulto, pupa, larve e danno su germoglio/frutto. Materiale di studio, non fotografia d'esame."
comparison,Thrips tabaci + Frankliniella occidentalis,Confronto,Thysanoptera,Thripidae,thysanoptera_comparison_01,adult,comparison,False,assets/insects/thysanoptera/thysanoptera_comparison_01.webp,512x768,"Alton N. Sparks, Jr., University of Georgia, Bugwood.org",Wikimedia Commons / Bugwood,"https://commons.wikimedia.org/wiki/File:Thrips_tabaci,_Frankliniella_occidentalis.jpg",CC BY 3.0 US,https://creativecommons.org/licenses/by/3.0/us/,thysanoptera_batch_01,"Carta comparativa: T. tabaci a sinistra, F. occidentalis a destra."
